1,P,M,F
2,P,M,F
3,S,M,D
4,S,M,D
5,S,M,D
6,P,M,D
7,S,M,D
8,Z,M,D
9,Z,M,F
10,D,M,D
11,D,M,D
12,D,M,F
13,D,O,F
14,D,M,F
15,D,M,D
16,S,O,F
17,S,M,F
18,S,M,D
19,Z,O,F
20,Z,M,F
21,Z,M,D
22,P,O,F
23,P,M,F
24,S,M,D
25,S,O,F
26,D,O,F
27,Z,M,F
28,D,M,D
29,S,O,F
30,S,M,F
31,S,M,D
32,Z,O,F
33,Z,M,F
34,Z,M,D
35,P,O,F
36,P,M,F
37,P,M,D
38,D,M,D
39,Z,M,D
40,P,M,F
41,P,M,D
42,Z,O,F
43,Z,M,F
44,P,M,D
45,Z,O,F
46,S,O,F
